Date (mm/dd/yyyy),Facility,Order received time,Order type,Pick/pack start time,Package ID,Package committed time,Zip Body,Call: Takeoff clearance,Flight ID,Flight launched time,Delivery status,Delivery time,Recovery (or flight failure) time,Mission failure (if applicable),Fulfillment off-nominal event - 1,Fulfillment off-nominal event - 2,Flight off-nominal event - 1,Flight off-nominal event - 2,Flight off-nominal event - 3,Flight off-nominal event - 4,Downtime events - 1,Downtime events - 2,Comments,UTC Date
3/13/2020,Okyinso CHPS,3/13/2020 11:22:23,Resupply - Medical,3/13/2020 11:30:32,14548,3/13/2020 11:33:39,236,,5-15870,3/13/2020 11:43:03,Nominal delivery,3/13/2020 12:22:12,3/13/2020 14:11:22,,,,,,,,,,,3/13/2020 11:22:23
3/13/2020,Okyinso CHPS,3/13/2020 11:22:23,Resupply - Medical,3/13/2020 11:32:23,14470,3/13/2020 11:33:12,566,,5-15907,3/13/2020 11:35:22,Mission failure before delivery,,3/13/2020 12:50:26,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,,,,,,,,3/13/2020 11:22:23
3/13/2020,Okyinso CHPS,3/13/2020 11:22:23,Resupply - Medical,3/13/2020 11:27:48,14622,3/13/2020 11:29:14,249,,5-15923,3/13/2020 13:02:22,Nominal delivery,3/13/2020 13:37:04,3/13/2020 14:11:29,,,,,,,,,,,3/13/2020 11:22:23
3/13/2020,Okyinso CHPS,3/13/2020 11:22:23,Resupply - Medical,3/13/2020 11:27:48,14622,3/13/2020 11:29:14,538,,5-15911,3/13/2020 11:32:11,Mission failure before delivery,,3/13/2020 12:46:04,FAILED_TO_DELIVER_AFTER_MAX_ATTEMPTS,,,,,,,,,,3/13/2020 11:22:23
3/12/2020,SDA Hospital (via Oyoko HC),3/12/2020 16:19:31,Resupply - Blood,3/12/2020 16:40:03,14142,3/12/2020 16:40:10,250,,5-15855,3/12/2020 16:27:10,Nominal delivery,3/12/2020 16:54:18,3/12/2020 16:37:07,,,,,,,,,,,3/12/2020 16:19:31
3/12/2020,SDA Hospital (via Oyoko HC),3/12/2020 16:19:31,Resupply - Blood,3/12/2020 16:40:03,14142,3/12/2020 16:40:10,250,,,,Nominal delivery,,,,,,,,,,Software > Software release,Software > Software release,,3/12/2020 16:19:31
3/12/2020,Nyame Nti Chps (via Nyame Nti CHPS),3/12/2020 15:34:18,Resupply - Medical,3/12/2020 15:57:45,14538,3/12/2020 15:59:48,236,,5-15817,3/12/2020 16:02:56,Nominal delivery,3/12/2020 16:24:26,3/12/2020 17:07:49,,,,,,,,,,,3/12/2020 15:34:18
3/12/2020,Nyame Nti Chps (via Nyame Nti CHPS),3/12/2020 15:34:18,Resupply - Medical,3/12/2020 15:52:29,14531,3/12/2020 15:55:49,228,,5-15859,3/12/2020 15:58:45,Nominal delivery,3/12/2020 16:32:44,3/12/2020 17:03:52,,,,,,,,,,,3/12/2020 15:34:18
3/12/2020,Oyoko HC-GH1 (via Oyoko HC),3/12/2020 15:18:53,Resupply - Medical,3/12/2020 15:40:40,14405,3/12/2020 15:43:36,229,,5-15861,3/12/2020 15:49:38,Nominal delivery,3/12/2020 16:03:04,3/12/2020 16:22:36,,,,,,,,,,,3/12/2020 15:18:53
3/12/2020,Oyoko HC-GH1 (via Oyoko HC),3/12/2020 15:18:53,Resupply - Medical,3/12/2020 15:33:01,14452,3/12/2020 15:37:10,241,,5-15771,3/12/2020 15:38:21,Nominal delivery,3/12/2020 15:52:19,3/12/2020 16:09:26,,,,,,,,,,,3/12/2020 15:18:53
3/12/2020,Ekorso CHPS,3/12/2020 15:02:34,Resupply - Medical,3/12/2020 15:12:52,14495,3/12/2020 15:13:45,198,,5-15804,3/12/2020 15:22:47,Nominal delivery,3/12/2020 15:58:54,3/12/2020 16:32:19,,,,,,,,,,,3/12/2020 15:02:34
3/12/2020,Ekorso CHPS,3/12/2020 15:02:34,Resupply - Medical,3/12/2020 15:10:52,14246,3/12/2020 15:12:04,210,,5-15851,3/12/2020 15:20:49,Nominal delivery,3/12/2020 15:53:49,3/12/2020 16:29:31,,,,,,,,,,,3/12/2020 15:02:34
3/12/2020,Ekorso CHPS,3/12/2020 15:02:34,Resupply - Medical,3/12/2020 15:09:44,14511,3/12/2020 15:10:49,246,,5-15850,3/12/2020 15:13:35,Nominal delivery,3/12/2020 15:50:08,3/12/2020 16:26:54,,,,,,,,,,,3/12/2020 15:02:34
3/12/2020,Ekorso CHPS,3/12/2020 15:02:34,Resupply - Medical,3/12/2020 15:07:48,14478,3/12/2020 15:08:22,194,,5-15815,3/12/2020 15:11:01,Nominal delivery,3/12/2020 15:44:11,3/12/2020 16:15:45,,,,,,,,,,,3/12/2020 15:02:34
3/12/2020,Ekorso CHPS,3/12/2020 15:02:34,Resupply - Medical,3/12/2020 15:04:48,14480,3/12/2020 15:06:43,566,,5-15856,3/12/2020 15:08:51,Nominal delivery,3/12/2020 15:38:54,3/12/2020 16:12:34,,,,,,,,,,,3/12/2020 15:02:34
3/12/2020,Tweapease CHPS(BN) (via Tweapease Omanekrom HC),3/12/2020 14:19:08,Emergency - Medical,3/12/2020 14:20:12,14469,3/12/2020 14:22:24,236,,5-15790,3/12/2020 14:25:46,Nominal delivery,3/12/2020 15:09:13,3/12/2020 15:51:42,,,,,,,,,,,3/12/2020 14:19:08
3/12/2020,Mpintimpi CHPS,3/12/2020 13:59:34,Resupply - Medical,3/12/2020 14:15:28,14459,3/12/2020 14:17:01,172,,5-15845,3/12/2020 14:22:54,Nominal delivery,3/12/2020 15:12:19,3/12/2020 16:01:51,,,,,,,,,,,3/12/2020 13:59:34
3/12/2020,Asamankese Government Hospital,3/12/2020 13:44:10,Resupply - Medical,3/12/2020 13:46:46,14471,3/12/2020 13:47:32,194,,5-15837,3/12/2020 13:51:13,Nominal delivery,3/12/2020 14:26:17,3/12/2020 14:56:00,,,,,,,,,,,3/12/2020 13:44:10
3/12/2020,VRA Akosombo Hospital (via Vra Akosombo HSP),3/12/2020 13:43:42,Resupply - Medical,3/12/2020 14:12:23,14479,3/12/2020 14:13:59,250,,5-15849,3/12/2020 14:19:33,Nominal delivery,3/12/2020 15:11:07,3/12/2020 15:59:37,,,,,,,,,,,3/12/2020 13:43:42
3/12/2020,VRA Akosombo Hospital (via Vra Akosombo HSP),3/12/2020 13:43:42,Resupply - Medical,3/12/2020 14:10:28,14467,3/12/2020 14:13:13,226,,5-15846,3/12/2020 14:17:22,Nominal delivery,3/12/2020 15:04:15,3/12/2020 15:54:18,,,,,,,,,,,3/12/2020 13:43:42
3/12/2020,VRA Akosombo Hospital (via Vra Akosombo HSP),3/12/2020 13:43:42,Resupply - Medical,3/12/2020 14:01:38,14482,3/12/2020 14:02:46,243,,5-15848,3/12/2020 14:06:56,Nominal delivery,3/12/2020 14:57:26,3/12/2020 15:45:27,,,,,,,,,,,3/12/2020 13:43:42
3/12/2020,VRA Akosombo Hospital (via Vra Akosombo HSP),3/12/2020 13:43:42,Resupply - Medical,3/12/2020 13:58:54,14526,3/12/2020 14:00:12,228,,5-15844,3/12/2020 14:03:55,Nominal delivery,3/12/2020 14:50:46,3/12/2020 15:39:04,,,,,,,,,,,3/12/2020 13:43:42
3/12/2020,VRA Akosombo Hospital (via Vra Akosombo HSP),3/12/2020 13:43:42,Resupply - Medical,3/12/2020 13:54:38,14481,3/12/2020 13:57:00,229,,5-15847,3/12/2020 13:59:45,Nominal delivery,3/12/2020 14:44:00,3/12/2020 15:33:48,,,,,,,,,,,3/12/2020 13:43:42
3/12/2020,,,,,14472,,202,,5-15814,3/12/2020 13:39:16,Nominal delivery,3/12/2020 14:29:23,3/12/2020 15:16:26,,,,,,,,Software > Software release,Weather > Wind at Nest,,3/12/2020 13:37:47
3/12/2020,Wisiwisi CHPS,3/12/2020 13:15:53,Resupply - Medical,3/12/2020 15:11:04,14462,3/12/2020 15:12:12,202,,5-15860,3/12/2020 15:35:49,Nominal delivery,3/12/2020 16:23:53,3/12/2020 17:13:50,,,,,,,,,,,3/12/2020 13:15:53
3/12/2020,Wisiwisi CHPS,3/12/2020 13:15:53,Resupply - Medical,3/12/2020 13:31:18,14490,3/12/2020 13:33:02,198,,5-15841,3/12/2020 13:37:09,Nominal delivery,3/12/2020 14:24:37,3/12/2020 15:13:46,,,,,,,,,,,3/12/2020 13:15:53
3/12/2020,Bramkrom CHPS,3/12/2020 13:03:14,Resupply - Medical,3/12/2020 13:12:15,14496,3/12/2020 13:14:03,246,,5-15834,3/12/2020 13:18:22,Nominal delivery,3/12/2020 14:07:16,3/12/2020 14:53:45,,,,,,,,,,,3/12/2020 13:03:14
3/12/2020,Asamankese Government Hospital,3/12/2020 12:43:12,Emergency - Blood,3/12/2020 12:44:43,14468,3/12/2020 12:46:49,241,,5-15811,3/12/2020 12:53:08,Nominal delivery,3/12/2020 13:30:58,3/12/2020 14:01:11,,,,,,,,,,,3/12/2020 12:43:12
3/12/2020,Asamankese Government Hospital,3/12/2020 12:43:12,Emergency - Blood,3/12/2020 12:44:36,14476,3/12/2020 12:46:48,250,,5-15835,3/12/2020 12:50:44,Nominal delivery,3/12/2020 13:25:38,3/12/2020 13:55:47,,,,,,,,,,,3/12/2020 12:43:12
3/12/2020,Ekye Central CHPS (via Ekye Health Centre),3/12/2020 12:17:00,Resupply - Medical,3/12/2020 12:24:49,14466,3/12/2020 12:28:06,549,,5-15826,3/12/2020 12:31:55,Nominal delivery,3/12/2020 13:26:03,3/12/2020 14:18:56,,,,,,,,,,,3/12/2020 12:17:00
3/12/2020,Boadua HC (via Boadua CHPS),3/12/2020 11:56:33,Resupply - Medical,3/12/2020 12:06:02,14489,3/12/2020 12:10:03,568,,5-15824,3/12/2020 12:14:48,Nominal delivery,3/12/2020 12:53:53,3/12/2020 13:31:19,,,,,,,,,,,3/12/2020 11:56:33
3/12/2020,Boadua HC (via Boadua CHPS),3/12/2020 11:56:33,Resupply - Medical,3/12/2020 12:00:24,14477,3/12/2020 12:03:13,566,,5-15829,3/12/2020 12:06:22,Nominal delivery,3/12/2020 12:44:23,3/12/2020 13:21:17,,,,,,,,,,,3/12/2020 11:56:33
3/12/2020,Abakoase CHPS,3/12/2020 10:46:39,Resupply - Medical,3/12/2020 10:51:00,14483,3/12/2020 10:58:55,549,,5-15827,3/12/2020 11:04:00,Nominal delivery,3/12/2020 11:41:12,3/12/2020 12:14:02,,,,,,,,,,,3/12/2020 10:46:39
3/12/2020,Wekpeti CHPS,3/12/2020 09:02:52,Resupply - Medical,3/12/2020 09:40:15,14484,3/12/2020 09:40:21,250,,5-152802,3/12/2020 09:43:20,Nominal delivery,3/12/2020 10:13:38,3/12/2020 10:42:46,,,,,,,,,,,3/12/2020 09:02:52
3/11/2020,SRA HC (via Sra HC),3/11/2020 14:22:45,Resupply - Medical,3/11/2020 14:33:15,14554,3/11/2020 14:35:11,202,,5-15605,3/11/2020 14:44:04,Nominal delivery,3/11/2020 14:56:01,3/11/2020 15:05:43,,,,,,,,,,,3/11/2020 14:22:45
3/11/2020,Asamankese Government Hospital,3/11/2020 14:06:28,Resupply - Medical,3/11/2020 14:09:07,13483,3/11/2020 14:13:56,198,,5-15794,3/11/2020 14:16:43,Nominal delivery,3/11/2020 14:52:39,3/11/2020 15:35:40,,,,,,,,,,,3/11/2020 14:06:28
3/11/2020,Asikasu CHPS,3/11/2020 13:11:35,Resupply - Medical,3/11/2020 13:24:41,14681,3/11/2020 13:26:54,229,,5-15791,3/11/2020 13:33:48,Nominal delivery,3/11/2020 14:04:45,3/11/2020 14:32:58,,,,,,,,,,,3/11/2020 13:11:35
3/11/2020,Asikasu CHPS,3/11/2020 13:11:35,Resupply - Medical,3/11/2020 13:22:24,14680,3/11/2020 13:26:40,246,,5-15770,3/11/2020 13:36:42,Nominal delivery,3/11/2020 14:10:38,3/11/2020 14:38:26,,,,,,,,,,,3/11/2020 13:11:35
3/11/2020,Bosuso Health Center,3/11/2020 11:46:39,Resupply - Medical,3/11/2020 11:53:54,14664,3/11/2020 11:55:30,202,,5-15755,3/11/2020 12:00:35,Nominal delivery,3/11/2020 12:19:42,3/11/2020 12:38:05,,,,,,,,,,,3/11/2020 11:46:39
3/11/2020,Bosuso Health Center,3/11/2020 11:46:39,Resupply - Medical,3/11/2020 11:50:17,14509,3/11/2020 11:53:15,250,,5-15659,3/11/2020 11:58:53,Nominal delivery,3/11/2020 12:16:02,3/11/2020 12:34:26,,,,,,,,,,,3/11/2020 11:46:39
3/11/2020,Bosuso Health Center,3/11/2020 11:46:39,Resupply - Medical,3/11/2020 11:50:30,14688,3/11/2020 11:53:01,194,,5-15759,3/11/2020 11:55:52,Nominal delivery,3/11/2020 12:12:58,3/11/2020 12:31:31,,,,,,,,,,,3/11/2020 11:46:39
3/11/2020,Sokode Juaso CHPS,3/11/2020 11:23:33,Resupply - Medical,3/11/2020 11:37:12,14506,3/11/2020 11:41:21,198,,5-15748,3/11/2020 11:44:09,Nominal delivery,3/11/2020 11:58:19,3/11/2020 12:13:00,,,,,,,,,,,3/11/2020 11:23:33
3/11/2020,Sokode Juaso CHPS,3/11/2020 11:23:33,Resupply - Medical,3/11/2020 11:26:26,14508,3/11/2020 11:32:52,241,,5-15750,3/11/2020 11:35:56,Nominal delivery,3/11/2020 11:50:20,3/11/2020 12:04:18,,,,,,,,,,,3/11/2020 11:23:33
3/11/2020,Mosease CHPS,3/11/2020 09:44:34,Resupply - Medical,3/11/2020 09:58:39,14146,3/11/2020 10:01:26,549,,5-15778,3/11/2020 10:05:53,Nominal delivery,3/11/2020 10:29:57,3/11/2020 10:53:12,,,,,,,,,,,3/11/2020 09:44:34
3/11/2020,Apapam CHPS,3/11/2020 08:31:50,Resupply - Medical,3/11/2020 08:47:18,14540,3/11/2020 08:47:37,241,,5-15774,3/11/2020 08:55:33,Nominal delivery,3/11/2020 09:17:44,3/11/2020 09:32:11,,,,,,,,,,,3/11/2020 08:31:50
3/11/2020,Apapam CHPS,3/11/2020 08:31:50,Resupply - Medical,3/11/2020 08:40:40,14678,3/11/2020 08:45:09,549,,5-15762,3/11/2020 08:52:49,Nominal delivery,3/11/2020 09:13:46,3/11/2020 09:29:27,,,,,,,,,,,3/11/2020 08:31:50
3/11/2020,Apapam CHPS,3/11/2020 08:31:50,Resupply - Medical,3/11/2020 08:40:26,14674,3/11/2020 08:43:32,554,,5-15776,3/11/2020 08:46:54,Nominal delivery,3/11/2020 09:07:08,3/11/2020 09:19:10,,,,,,,,,,,3/11/2020 08:31:50
3/11/2020,Atobriso CHPS,3/11/2020 08:09:51,Resupply - Medical,3/11/2020 08:20:29,13622,3/11/2020 08:22:44,556,,5-15763,3/11/2020 08:28:38,Nominal delivery,3/11/2020 09:14:36,3/11/2020 09:57:18,,,,,,,,,,,3/11/2020 08:09:51
3/10/2020,Awenare Health Centre,3/10/2020 18:10:17,Resupply - Medical,3/10/2020 18:17:05,14203,3/10/2020 18:18:38,202,,5-15662,3/10/2020 18:21:02,Nominal delivery,3/10/2020 18:47:02,3/10/2020 19:12:58,,,,,,,,,,,3/10/2020 18:10:17
3/10/2020,Awenare Health Centre,3/10/2020 18:10:17,Resupply - Medical,3/10/2020 18:15:15,13568,3/10/2020 18:15:26,198,,5-15690,3/10/2020 18:18:31,Nominal delivery,3/10/2020 18:42:43,3/10/2020 19:08:39,,,,,,,,,,,3/10/2020 18:10:17
3/10/2020,Kofi Dede CHPS (via Danteng Health Centre),3/10/2020 16:52:56,Resupply - Medical,3/10/2020 16:58:37,14221,3/10/2020 16:58:47,194,,5-15685,3/10/2020 17:01:23,Nominal delivery,3/10/2020 17:54:04,3/10/2020 18:44:47,,,,,,,,,,,3/10/2020 16:52:56
3/10/2020,Begoro Hospital,3/10/2020 16:41:45,Resupply - Blood,3/10/2020 17:18:06,14660,3/10/2020 17:20:52,249,,5-15746,3/10/2020 17:23:53,Nominal delivery,3/10/2020 18:03:23,3/10/2020 18:40:09,,,,,,,,,,,3/10/2020 16:41:45
3/10/2020,Begoro Hospital,3/10/2020 16:41:45,Resupply - Blood,3/10/2020 17:16:18,14140,3/10/2020 17:17:37,246,,5-15643,3/10/2020 17:20:52,Nominal delivery,3/10/2020 17:58:25,3/10/2020 18:35:02,,,,,,,,,,,3/10/2020 16:41:45
3/10/2020,Begoro Hospital,3/10/2020 16:41:45,Resupply - Blood,3/10/2020 17:14:27,14566,3/10/2020 17:15:44,229,,5-15655,3/10/2020 17:18:19,Nominal delivery,3/10/2020 17:54:19,3/10/2020 18:30:44,,,,,,,,,,,3/10/2020 16:41:45
3/10/2020,Pakro Health Centre,3/10/2020 16:26:40,Resupply - Medical,3/10/2020 17:07:40,14654,3/10/2020 17:09:13,228,,5-15717,3/10/2020 17:13:38,Nominal delivery,3/10/2020 17:42:29,3/10/2020 18:04:23,,,,,,,,,,,3/10/2020 16:26:40
3/10/2020,Pakro Health Centre,3/10/2020 16:26:40,Resupply - Medical,3/10/2020 17:00:49,13490,3/10/2020 17:03:56,250,,5-15737,3/10/2020 17:10:54,Nominal delivery,3/10/2020 17:38:14,3/10/2020 17:59:53,,,,,,,,,,,3/10/2020 16:26:40
3/10/2020,Pakro Health Centre,3/10/2020 16:26:40,Resupply - Medical,3/10/2020 17:00:07,14157,3/10/2020 17:03:36,172,,5-15745,3/10/2020 17:08:08,Nominal delivery,3/10/2020 17:33:40,3/10/2020 17:55:49,,,,,,,,,,,3/10/2020 16:26:40
3/10/2020,Pakro Health Centre,3/10/2020 16:26:40,Resupply - Medical,3/10/2020 16:57:51,13528,3/10/2020 17:00:51,202,,5-15744,3/10/2020 17:04:30,Nominal delivery,3/10/2020 17:29:31,3/10/2020 17:51:54,,,,,,,,,,,3/10/2020 16:26:40
3/10/2020,New Tafo GH,3/10/2020 14:43:37,Resupply - Medical,3/10/2020 14:55:37,14111,3/10/2020 14:57:42,210,,5-15730,3/10/2020 15:00:13,Nominal delivery,3/10/2020 15:17:48,3/10/2020 15:37:20,,,,,,,,,,,3/10/2020 14:43:37
3/10/2020,Obregyima HC,3/10/2020 14:32:42,Resupply - Medical,3/10/2020 14:54:01,14217,3/10/2020 14:55:34,172,,5-15725,3/10/2020 14:57:53,Nominal delivery,3/10/2020 15:21:12,3/10/2020 15:40:23,,,,,,,,,,,3/10/2020 14:32:42
3/10/2020,Obregyima HC,3/10/2020 14:32:42,Resupply - Medical,3/10/2020 14:42:58,14141,3/10/2020 14:43:42,202,,5-15714,3/10/2020 14:46:03,Nominal delivery,3/10/2020 15:09:17,3/10/2020 15:28:51,,,,,,,,,,,3/10/2020 14:32:42
3/10/2020,Akwadum Rch,3/10/2020 12:55:39,Resupply - Medical,3/10/2020 13:05:17,14720,3/10/2020 13:07:34,210,,5-15700,3/10/2020 13:17:04,Nominal delivery,3/10/2020 13:29:41,3/10/2020 13:43:32,,,,,,,,,,,3/10/2020 12:55:39
3/10/2020,Kofi Dede CHPS (via Danteng Health Centre),3/10/2020 12:52:25,Resupply - Medical,3/10/2020 13:13:37,14222,3/10/2020 13:14:00,194,,5-15718,3/10/2020 13:15:38,Nominal delivery,3/10/2020 14:01:10,3/10/2020 14:59:16,,,,,,,,,,,3/10/2020 12:52:25
3/10/2020,Kofi Dede CHPS (via Danteng Health Centre),3/10/2020 12:52:25,Resupply - Medical,3/10/2020 13:13:37,14222,3/10/2020 13:14:00,243,,5-15722,3/10/2020 13:05:55,Mission failure before delivery,,3/10/2020 13:09:43,ITC_FREQ_MONITOR_ROBIN_WING_LEFT_NODE_DEAD,,,,,,,,,,3/10/2020 12:52:25
3/10/2020,Nanabanin CHPS,3/10/2020 12:11:41,Resupply - Medical,3/10/2020 12:19:32,13566,3/10/2020 12:23:58,246,,5-15683,3/10/2020 12:26:41,Nominal delivery,3/10/2020 12:51:39,3/10/2020 13:18:15,,,,,,,,,,,3/10/2020 12:11:41
3/10/2020,Danteng Health Centre,3/10/2020 12:07:59,Resupply - Medical,3/10/2020 12:14:58,14180,3/10/2020 12:16:58,172,,5-15719,3/10/2020 12:20:07,Nominal delivery,3/10/2020 13:11:22,3/10/2020 14:07:35,,,,,,,,,,,3/10/2020 12:07:59
3/10/2020,Kofi Dede CHPS (via Danteng Health Centre),3/10/2020 11:32:13,Resupply - Medical,3/10/2020 11:48:30,13621,3/10/2020 11:51:10,202,,5-15699,3/10/2020 11:54:32,Nominal delivery,3/10/2020 12:45:13,3/10/2020 13:37:51,,,,,,,,,,,3/10/2020 11:32:13
3/10/2020,Nanabanin CHPS,3/10/2020 10:43:26,Resupply - Medical,3/10/2020 11:21:46,14129,3/10/2020 11:25:10,249,,5-15721,3/10/2020 11:27:39,Nominal delivery,3/10/2020 11:52:31,3/10/2020 12:19:32,,,,,,,,,,,3/10/2020 10:43:26
3/10/2020,Nanabanin CHPS,3/10/2020 10:43:26,Resupply - Medical,3/10/2020 11:12:02,13500,3/10/2020 11:14:57,210,,5-15713,3/10/2020 11:18:47,Nominal delivery,3/10/2020 11:54:02,3/10/2020 12:10:17,,,,,,,,,,,3/10/2020 10:43:26
3/10/2020,Bomponso No. 2 CHPS (via Bomponso CHPS),3/10/2020 08:58:14,Resupply - Medical,3/10/2020 09:57:55,13640,3/10/2020 10:01:20,243,,5-15638,3/10/2020 10:04:32,Nominal delivery,3/10/2020 10:14:56,3/10/2020 10:26:56,,,,,,,,,,,3/10/2020 08:58:14
3/10/2020,Otumi CHPS (via Anweam) (via Anweam CHPS),3/10/2020 08:42:50,Resupply - Medical,3/10/2020 09:47:15,14189,3/10/2020 09:49:03,246,,5-15707,3/10/2020 09:54:29,Nominal delivery,3/10/2020 10:41:17,3/10/2020 11:21:28,,,,,,,,,,,3/10/2020 08:42:50
3/10/2020,Otumi CHPS (via Anweam) (via Anweam CHPS),3/10/2020 08:42:50,Resupply - Medical,3/10/2020 09:36:34,14171,3/10/2020 09:38:44,210,,5-15691,3/10/2020 09:41:25,Nominal delivery,3/10/2020 10:24:59,3/10/2020 11:08:27,,,,,,,,,,,3/10/2020 08:42:50
3/10/2020,Nkawkaw Amanfrom CHPS,3/10/2020 08:04:27,Resupply - Medical,3/10/2020 08:31:29,14131,3/10/2020 08:33:12,249,,5-15677,3/10/2020 08:37:41,Nominal delivery,3/10/2020 09:24:39,3/10/2020 10:09:36,,,,,,,,,,,3/10/2020 08:04:27
3/10/2020,Asona CHPS,3/10/2020 07:32:57,Emergency - Medical,3/10/2020 07:52:11,13541,3/10/2020 07:58:11,243,,5-15663,3/10/2020 08:02:47,Nominal delivery,3/10/2020 08:52:54,3/10/2020 09:42:56,,,,,,,,,,,3/10/2020 07:32:57
3/10/2020,Asamang Tamfoe,3/10/2020 07:12:32,Resupply - Medical,3/10/2020 08:14:22,14188,3/10/2020 08:17:12,250,,5-15689,3/10/2020 08:19:44,Nominal delivery,3/10/2020 08:45:32,3/10/2020 09:10:18,,,,,,,,,,,3/10/2020 07:12:32
3/10/2020,Asamang Tamfoe,3/10/2020 07:12:32,Resupply - Medical,3/10/2020 07:53:57,14261,3/10/2020 07:57:01,228,,5-15676,3/10/2020 07:58:41,Nominal delivery,3/10/2020 08:24:25,3/10/2020 08:48:51,,,,,,,,,,,3/10/2020 07:12:32
3/10/2020,Asamang Tamfoe,3/10/2020 07:12:32,Resupply - Medical,3/10/2020 07:41:04,14235,3/10/2020 07:45:10,198,,5-15678,3/10/2020 07:48:06,Nominal delivery,3/10/2020 08:13:33,3/10/2020 08:38:35,,,,,,,,,,,3/10/2020 07:12:32
3/9/2020,Begoro Hospital,3/9/2020 16:07:19,Resupply - Blood,3/9/2020 16:17:07,13563,3/9/2020 16:19:54,229,,5-15657,3/9/2020 16:24:32,Nominal delivery,3/9/2020 16:57:22,3/9/2020 17:45:50,,,,,,,,,,,3/9/2020 16:07:19
3/9/2020,Begoro Hospital,3/9/2020 16:07:19,Resupply - Blood,3/9/2020 16:15:39,14544,3/9/2020 16:19:51,241,,5-15651,3/9/2020 16:22:11,Nominal delivery,3/9/2020 17:02:19,3/9/2020 17:36:14,,,,,,,,,,,3/9/2020 16:07:19
3/9/2020,Begoro Hospital,3/9/2020 16:07:19,Resupply - Blood,3/9/2020 16:12:05,14563,3/9/2020 16:15:32,246,,5-15645,3/9/2020 16:18:17,Nominal delivery,3/9/2020 16:52:39,3/9/2020 17:33:33,,,,,,,,,,,3/9/2020 16:07:19
3/9/2020,Mfranta CHPS,3/9/2020 15:38:08,Resupply - Medical,3/9/2020 15:55:21,14597,3/9/2020 15:57:53,250,,5-15642,3/9/2020 16:01:23,Nominal delivery,3/9/2020 16:14:23,3/9/2020 16:26:26,,,,,,,,,,,3/9/2020 15:38:08
3/9/2020,Akokoma Sisi CHPS,3/9/2020 15:32:51,Resupply - Medical,3/9/2020 15:45:28,14658,3/9/2020 15:50:41,228,,5-15652,3/9/2020 15:55:04,Nominal delivery,3/9/2020 16:46:23,3/9/2020 17:42:42,,,,,,,,,,,3/9/2020 15:32:51
3/9/2020,Akokoma Sisi CHPS,3/9/2020 15:32:51,Resupply - Medical,3/9/2020 15:42:17,14534,3/9/2020 15:49:48,198,,5-15649,3/9/2020 15:52:25,Nominal delivery,3/9/2020 16:43:11,3/9/2020 17:40:08,,,,,,,,,,,3/9/2020 15:32:51
3/9/2020,Teacher Mante CHPS,3/9/2020 15:14:37,Resupply - Medical,3/9/2020 15:18:10,14184,3/9/2020 15:21:38,241,,5-15646,3/9/2020 15:24:55,Nominal delivery,3/9/2020 15:45:23,3/9/2020 16:00:23,,,,,,,,,,,3/9/2020 15:14:37
3/9/2020,Kuano CHPS,3/9/2020 13:59:40,Resupply - Medical,3/9/2020 14:04:53,14133,3/9/2020 14:08:14,194,,5-15587,3/9/2020 14:12:55,Nominal delivery,3/9/2020 14:28:34,3/9/2020 14:41:25,,,,,,,,,,,3/9/2020 13:59:40
3/9/2020,Adjikpo CHPS,3/9/2020 13:24:57,Resupply - Medical,3/9/2020 13:26:58,14576,3/9/2020 13:30:02,236,,5-15390,3/9/2020 13:33:45,Nominal delivery,3/9/2020 14:10:42,3/9/2020 14:50:36,,,,,,,,,,,3/9/2020 13:24:57
3/9/2020,Awenare Health Centre,3/9/2020 13:18:15,Emergency - Medical,3/9/2020 13:24:09,14241,3/9/2020 13:25:38,172,,5-15637,3/9/2020 13:30:13,Nominal delivery,3/9/2020 13:58:50,3/9/2020 14:23:21,,,,,,,,,,,3/9/2020 13:18:15
3/9/2020,Awenare Health Centre,3/9/2020 13:18:15,Emergency - Medical,3/9/2020 13:21:17,14172,3/9/2020 13:24:38,241,,5-15464,3/9/2020 13:27:57,Nominal delivery,3/9/2020 13:54:05,3/9/2020 14:17:56,,,,,,,,,,,3/9/2020 13:18:15
3/9/2020,Awenare Health Centre,3/9/2020 13:18:15,Emergency - Medical,3/9/2020 13:20:41,14594,3/9/2020 13:21:13,202,,5-15640,3/9/2020 13:23:07,Nominal delivery,3/9/2020 13:48:32,3/9/2020 14:13:27,,,,,,,,,,,3/9/2020 13:18:15
3/9/2020,Presby Hospital Donkokrom (via Ekye Health Centre),3/9/2020 11:25:54,Resupply - Medical,3/9/2020 11:43:26,14238,3/9/2020 11:45:34,250,,5-15604,3/9/2020 11:50:59,Nominal delivery,3/9/2020 13:16:15,3/9/2020 13:41:12,,,,,,,,,,,3/9/2020 11:25:54
3/9/2020,Presby Hospital Donkokrom (via Ekye Health Centre),3/9/2020 11:25:54,Resupply - Medical,3/9/2020 11:36:28,14233,3/9/2020 11:38:29,194,,5-15523,3/9/2020 11:41:47,Nominal delivery,3/9/2020 12:33:47,3/9/2020 13:31:47,,,,,,,,,,,3/9/2020 11:25:54
